name,address,phone,type,delivery_route,team_id
"START UP ENTERPRISES - DHARAMPUR","DHARAMPUR, 9760786745","","General Trade","OTHER",JA
"VEGA SUPER STORE - KARGI","MOTHROWALA ROAD, KARGI","","General Trade","KARGI",JA
"IDFC BANK CURRENT A/C","","","General Trade","Unassigned",JA
".AXIS BANK LIMITED","DEHRADUN","","General Trade","OTHER",JA
"SARASWATI VARIETY PALACE","KISHAN NAGAR CHOWK","","General Trade","SHOP CLOSED",JA
"JAGANATH RULDURAM","PANDIT VADI","","General Trade","PANDITVARI",JA
"PRAPTI MEDICOS - TURNER ROAD","TURNER ROAD","7017271259","General Trade","CLEMENT TOWN",JA
"A.S. ASSOCIATES - RISPINA PULL","RISPINA PULL, HARIDWAR ROAD, DEHRADUN","","General Trade","DHARAMPUR 2ND",JA
"BHATIYA HOMEO HALL - PREMNAGAR","PREMNAGAR","9990043262","General Trade","PREM NAGAR",JA
"MADHU MEDICAL - PREMNAGAR","PREMNAGAR","7417141979","General Trade","PREM NAGAR",JA
"PRIME LIFE PHARMACY - JHAKHAN","JHAKHAN","","General Trade","RAJPUR UPPER",JA
"ANN JAL - RAJPUR ROAD","MUSSORIEE DIVERSION","","General Trade","RAJPUR UPPER",JA
"ROSHAN TRADERS - GMS ROAD","QUALITY STORE - GMS, OPP. WEST SHIMLA ENCLAVE","983718877","General Trade","PATEL NAGAR",JA
"JAI MAA BHAWE - TURNER RD","OPP. WELLMED HOSPITAL","","General Trade","CLEMENT TOWN",JA
"GRACIOUS GROCERY - DALANWALA","BALBIR ROAD, DEHRADUN","","General Trade","DHARAMPUR 2ND",JA
"CHAUHAN DEPT. STORE - DHARAMPUR","DHARAMPUR","9927877034","General Trade","DHARAMPUR 2ND",JA
"FRUGI WINDOW PVT LTD - GMS ROAD","""GMS ROAD, OPP GULAB SWEETS"", SHOP CLOSED","05","General Trade","Unassigned",JA
"MADHAV ASSOCIATES - CREDITOR","DDN","9045000051","General Trade","OTHER",JA
"CASH SALE A/C","","7056757050","General Trade","DHARAMPUR 2ND",JA
"GOYAL STORE - CLEMENT TOWN","SHUBHASH NAGAR","9997911209","General Trade","CLEMENT TOWN",JA
"NEGI STORE - SD ROAD","SD ROAD","","General Trade","SD ROAD",JA
"SACHDEVA COSMETIC - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"DAKSH COSMETICS - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"HI STREET FASHION","""GROUND FLOOR, CITY JUNCTION MALL""","05","General Trade","9219957135",JA
"A TO Z STATIONARY - JHAKHAN","DOON VIHAR","8014956956","General Trade","RAJPUR UPPER",JA
"SAMPLE","","","General Trade","OTHER",JA
"GRAH SANGRAH STORE - FUWARA CHOWK","NEHRU COLONY","","General Trade","DHARAMPUR 2ND",JA
"PRINCE GIFT GALLERY - DHARAMPUR","DHARAMPUR","","General Trade","DHARAMPUR 1ST",JA
"RACHNA MEDICAL - KARGI","KARGI","9634275199","General Trade","KARGI",JA
"S H ENTERPRISES - KARGI","HARIDWAR BYPASS, DEHRADUN","","General Trade","KARGI",JA
"T.D.S. PAYABLE A/C","","","General Trade","Unassigned",JA
"T.D.S. RECEIVABLE A/C","","","General Trade","Unassigned",JA
"URVASHI COLLECTION - HATTHIBRAKLA","HATTHIBRAKALA","","General Trade","NESHVILLA ROAD",JA
"AXIS BANK CURRENT A/C","","","General Trade","Unassigned",JA
"PLOT CHAMAN VIHAR PHASE 2","","","General Trade","Unassigned",JA
"AKSHAJ COSMETIC - TAPOVAN ROAD","TAPOVAN ROAD","9639639943","General Trade","RAIPUR",JA
"R&R SUPER MARKET - RAIPUR","RAIPUR, BILL TO SA SUPERMARKET","8191836010","General Trade","RAIPUR",JA
"KRISHNA MART - SEWLA KALA","SEWLA KALA","","General Trade","CLEMENT TOWN",JA
"SONU KANGAN - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"WAKHRA COLLECTION - PREMNAGAR","PREMNAGAR","","General Trade","SHOP CLOSED",JA
"RAJU PROV STORE - SEWLA KALA","SEWLA KALA","9897116972","General Trade","CLEMENT TOWN II",JA
"PAWAN KUMAR & BROTHERS - RAJPUR","MDDA PARK","","General Trade","RAJPUR UPPER",JA
"KANISHKA COSMETICS - DAKRA","DAKRA","9690408296","General Trade","KAULAGARH",JA
"DOBHAL MEDICAL - PREMNAGAR","PREMNAGAR, NPA","","General Trade","NPA",JA
"DURGA COSMETIC - PREMNAGAR","PREMNAGAR","8791368468","General Trade","PREM NAGAR",JA
"RUBI MEDICOS - SHIMLA BYPASS","SHIMLA BYPASS, NEAR BANSAL HOME","7500524428","General Trade","CLEMENT TOWN II",JA
"BUY FRESH - CHANDERBANI GST","CHANDERBANI, 7618300061","7618300061","General Trade","CLEMENT TOWN II",JA
"HONEY MONEY MART - CLEMENT TOWN","CLEMENT TOWN","8800127602","General Trade","CLEMENT TOWN",JA
"AARNA TRADE LINKERS","""102-A, MODEL TOWN, BAREILLY""","Uttar Pradesh","General Trade","09",JA
"OM VARIETY STORE - THDC COLONY","THDC COLONY","","General Trade","DEHRA KHAS",JA
"NATIONAL MEDICOS - MANDAKANI VIHAR","MANDAKANI VIHAR, CASH ON DELIVERY - MIN SALE CRITERI, NOT MATCHED","9759856274","General Trade","SD ROAD",JA
"VALUE BASKET - CHANDARBANI","CHANDARBANI","","General Trade","CLEMENT TOWN II",JA
"OLD TOUCH WOOD CHEMSIT - DILARAM","DILARAM CHOWK","","General Trade","RAJPUR LOWER",JA
"GAURI HEALTH PLUS - DHARAMPUR","DHARAMPUR","","General Trade","DHARAMPUR 1ST",JA
"SHRI BALAJI DEPT. STORE - DHARAMPUR","""SUBHASH ROAD, NEAR GURDWARA"", 8979898984","05","General Trade","Unassigned",JA
"NEW RAJ STORE - TURNER ROAD","TURNER ROAD","","General Trade","CLEMENT TOWN",JA
"GANESH SUPER MARKET - KARGI","KARGI","9084833077","General Trade","KARGI",JA
"PREAM GEN STORE - PREMNAGAR","PREMNAGAR","8077544284","General Trade","PREM NAGAR",JA
"JOLLY MEDICAL  - RAIPUR","RAIPUR","","General Trade","RAIPUR",JA
"PEARL & BAKERY - MOHINI ROAD","MOHINI ROAD","9497738000","General Trade","DHARAMPUR 1ST",JA
"SUNIL UNCLE -","CHAMAN VIHAR","","General Trade","OTHER",JA
"RAMOLA DEPARTMENTAL STORE - RAIPUR","GUJJROWALA CHOWK, RAIPUR","9760345032","General Trade","RAIPUR",JA
"SINGH MEDICAL - SD ROAD","SD ROAD","","General Trade","NPA",JA
"ROYAL INDIA MART - RAJPUR","""FLAT NO 502, 2ND FLOOR, SHIVALIK""","","General Trade","Uttarakhand",JA
"OLD SHOP STATION - SD ROAD","SD ROAD","","General Trade","SD ROAD",JA
"DEEP STORE - RAJPUR ROAD","RAJPUR ROAD","9536515151","General Trade","RAJPUR UPPER",JA
"BALODI MEDICOS - NESHVILLA ROAD","NESHVILLA ROAD","9870671384","General Trade","NESHVILLA ROAD",JA
"CHAUDHARY MEDICOS - RAJPUR ROAD","OPP FRESH MART","9319114401","General Trade","RAJPUR UPPER",JA
"SHANTI PLASTIC - NESHVILLA ROAD","NESHVILLA ROAD","9897210771","General Trade","NESHVILLA ROAD",JA
"SIDHBALI MEDICOS - SD ROAD","SD ROAD","","General Trade","SD ROAD",JA
"PWP","","","General Trade","Unassigned",JA
"AM MEDICOS - SD ROAD","SD ROAD","","General Trade","SD ROAD",JA
"BABA MEDICAL - DAKRA","DAKRA","","General Trade","KAULAGARH",JA
"RAITHWAN MEDICAL - SD ROAD","SD ROAD","","General Trade","SD ROAD",JA
".MADHAV ASSOCIATES - DEBTOR","DDN","7056757050","General Trade","OTHER",JA
"CROWN TRADERS - SHRIMAL BAZAR","SHRIMAL BAZAR","8449088942","General Trade","HANUMAN CHOWK",JA
"S S ENTERPRISES - DDN","""SHOP NO 14, GROUND FLORR, ANSARI""","","General Trade","Uttarakhand",JA
"EXPIRY FROM CUSTOMER","DDN","","General Trade","OTHER",JA
"FASHION STREET - DDN","""11, SARINIMAL BAZAR"", ""DEHRADUN","Uttarakhand","General Trade","05",JA
"M/S EXCEL TRADE LINK","MOHABEWALA, DEHRADUN","","General Trade","OTHER",JA
"BELIEVE COSMETICS PRIVATE LIMITED","""MM ROAD, MOTIA KHAN, NEW DELHI""","Delhi","General Trade","07",JA
"MEDICA HOUSE","""22/1, DHAMAWALA OPP. EMBASSY HOTEL"", DEHRADUN - 248001","05","General Trade","Unassigned",JA
"KUMAR STORE","RAJPUR ROAD","9837034784","General Trade","NESHVILLA ROAD",JA
"OLD HIMALIYAN EAST & WEST -RISPINA","CITY CHEMSIT","7060738700","General Trade","FUWARA CHOWK",JA
"MAHAWAR STORE - EC ROAD","DWARKA CHOWK, ""OUTLET NAHI KARNA, MAAL BAHAR SE LE""","Uttarakhand","General Trade","05",JA
"KUMAR SONS - EC ROAD","MUNCIPAL ROAD, EC ROAD","0135-2653100","General Trade","DHARAMPUR 2ND",JA
"BANSI STORE- RAJPUR ROAD","JHAKHAN","","General Trade","RAJPUR UPPER",JA
"NATURE'S BEST GROCERIES & MORE","GROUP OF SHREE AMBAY SUPER STORE, ""170, RAJPUR ROAD""","05","General Trade","Unassigned",JA
"SHIVAY FOODS - JHAKHAN","OPP INDIAN PETROL PUMP","","General Trade","RAJPUR UPPER",JA
"RC STORE - EC ROAD","EC ROAD, 9897253246","9897253246","General Trade","KARANPUR",JA
"RAJ STORE - CANAL ROAD","GANGOTRI VIHAR 9897954760","9897954760","General Trade","RAJPUR LOWER",JA
"ROZAANA - IT PARK","IT PARK","7300537504","General Trade","RAJPUR LOWER",JA
"PUNDIR MEDICAL - JHAKHAN","OPP PETROL PUMP","9756223424","General Trade","RAJPUR UPPER",JA
"DURGA DEPARTMENTAL STORE - JHANDA","JHANDA BAZAR, BILL TO SHRI OM TRADING","7895645004","General Trade","HANUMAN CHOWK",JA
"ANNAPURNA STORE - SD ROAD","PACIFIC GOLF STATE","7900232455","General Trade","SD ROAD",JA
"SUNRISE MART - JOLLY GRANT","JOLLY GRANT, 7906200651","8126964122","General Trade","RISHIKESH",JA
"SANJAY PROV STORE - DL ROAD","DL ROAD","9897144630","General Trade","KARANPUR",JA
"OLD SUPER STORE - KAULAGARH ROAD","NEAR PNB BANK","9897491520","General Trade","PANDITVARI",JA
"SIDHI COLLECTION - RAJENDER NAGAR","RAJENDER NAGAR","","General Trade","PANDITVARI",JA
"TURTLE EXPRESS VENTURES - BALLUPUR","""9, FIRST FLOOR"", DEHRADUN","05","General Trade","9953045486",JA
"KPS ENTERPRISES - KARGI","KARGI","7897869786","General Trade","KARGI",JA
"PRATEEK ASSOCIATES","SAI LOK PHASE - II, GMS ROAD","","General Trade","ITBP-GOVIND GARH",JA
"GANPATI MEDICAL - GMS ROAD","GMS ROAD","","General Trade","ITBP-GOVIND GARH",JA
"KALA RAM PYARE LAL - PALTAN BAZAR","PALTAN BAZAR","","General Trade","PALTAN BAZAR",JA
"MAHAWAR ZARI CENTER - PALTAN BAZAAR","PALTAN BAZAAR","","General Trade","PALTAN BAZAR",JA
"ANAND ENTERPRISES - PALTAN BAZAR","PALTAN BAZAR","9897576686","General Trade","PALTAN BAZAR",JA
"SANT SINGH HARMOHINDER SINGH","PALTAN BAZAR, CLOCK TOWER","","General Trade","PALTAN BAZAR",JA
"GUPTA AGENCIES","""325, PALTAN BAZAR""","05","General Trade","Unassigned",JA
"CHICHU STORE - TURNER ROAD","TURNER ROAD, 7017253101","7017253101","General Trade","CLEMENT TOWN",JA
"DAILY BUY - GMS ROAD","GMS ROAD","8449764937","General Trade","ITBP-GOVIND GARH",JA
"ABHILASHA GARMENTS - JOHRI GAON","JOHRI GAON, 9997312310","9997312310","General Trade","RAJPUR UPPER",JA
"THE DUCK STORE - MUSSOORIEE D","DEHRADUN","","General Trade","RAJPUR UPPER",JA
"YESKA CORNER - SD ROAD","UPPER SD ROAD","9410900397","General Trade","SD ROAD",JA
"BUZZ STORE - SD ROAD","IT PARK ROAD","9837620256","General Trade","SD ROAD",JA
"MAHAWAR SONS - PALTAN BAZAR","PALTAN BAZAR","9897681584","General Trade","PALTAN BAZAR",JA
"VISHAL GENERAL STORE - DDN","DEHRADUN","","General Trade","RAJPUR UPPER",JA
"KRIPADEEP VENTURE LLP - SD ROAD","""IT PARK, SD ROAD""","05","General Trade","9717758006",JA
"SMILE STORE","""VILL FATHEPUR, MAIN ROAD, NEAR BY""","40","General Trade","Unassigned",JA
"NEEDS CASH AND CARRY","""SIRMOUR PLAZA, "", ""119","Uttarakhand","General Trade","05",JA
"FRESH N EASY","CROSS ROAD MALL","9634274290","General Trade","FRESH N EASY",JA
"OLD DINESH STORE","""VIKAS NAGAR, "", DEHRADUN","05","General Trade","Unassigned",JA
"SWAGAT SUPER STORE - GMS ROAD","GMS ROAD","","General Trade","ITBP-GOVIND GARH",JA
"GROOM TOWN PRIVATE LIMITED","""PLOT NO. 1, KH 1382, GARHI","240","General Trade","Unassigned",JA
"SUMIT - ZM","","","General Trade","OTHER",JA
"RADIANCE MARKETING (SS)","""MOHABEWALA, OPP WINDLASS FACTORY"", DEHRADUN","05","General Trade","Unassigned",JA
"BUGYALAYA HIM ENTERPRISES","""PLOT NO.162, ITBP ROAD"", NIRANJANPUR","05","General Trade","Unassigned",JA
"KUMAR STORE SPARKLE","RAJPUR ROAD","7906125870","General Trade","NESHVILLA ROAD",JA
"OLD SHEESHMAHAL KANGAN STORE - KOTW","NEAR MA COLLECTION 8755335361","","General Trade","HANUMAN CHOWK",JA
"SRISHTI SUPER MARKET","NEAR IMA CHAKROTA ROAD","9897774900","General Trade","PANDITVARI",JA
"RAJU GEN STORE - KOTWALI","A.K ROAD","","General Trade","HANUMAN CHOWK",JA
"GOOD LOOKS - PALTAN BAZAR","PALTAN BAZAR","8126459464","General Trade","PALTAN BAZAR",JA
"OLD RINKU PAN BHANDAR - MOHINI ROAD","MOHINI ROAD","9917627850","General Trade","DHARAMPUR 1ST",JA
"SAWARIYA FUTUREWORKS LIMITED","MAYAPURI PHASE-1, NEW DELHI","","General Trade","OTHER",JA
"DOON FAMILY STORE - RING ROAD","RING ROAD","8218859379","General Trade","MOHKAMPUR",JA
"SR TRADERS - JOGGIWALA","JOGGIWALA","8960257442","General Trade","FUWARA CHOWK",JA
"ARIGATO STORE - EC ROAD","EC ROAD, 6396132299","6396132299","General Trade","DHARAMPUR 1ST",JA
"CITY CHEMIST - NEHRU COLONY","FUWARA CHOWK","","General Trade","DHARAMPUR 2ND",JA
"TOWN PHARMACY & OPTICALS - DHARAMPU","NEHRU COLONY NEAR FUWARA CHOWK","9219653521","General Trade","FUWARA CHOWK",JA
"OLD HEALTH N CARE","EC ROAD DHARAMPUR","","General Trade","DHARAMPUR 2ND",JA
"M S SAVITA ASWAL - RING ROAD","RING ROAD","9997467435","General Trade","MOHKAMPUR",JA
"NITESH GIFT GALLERY - MIYAWALA","MIYAWALA","","General Trade","RAIPUR",JA
"HIMANSHU MARWAH","DDN","","General Trade","SD ROAD",JA
"MODERN GEN. STORE - KARANPUR","KARANPUR","9837425725","General Trade","KARANPUR",JA
"VISHAL SANCHAYAN - KARANPUR","DL ROAD","9897282314","General Trade","KARANPUR",JA
"ANUPAM STORE - DL ROAD","KARANPUR","8791234544","General Trade","KARANPUR",JA
"POONAM GEN STORE - KARANPUR","KARANPUR","","General Trade","KARANPUR",JA
"MINI MART STORE - SD ROAD","OPP. TIBITI COLONY","9927331790","General Trade","SD ROAD",JA
"RUDRAMATA RETAIL PVT LTD  - SD ROAD","""DO BACHI CHOWK, GUJARADA"", SD ROAD","05","General Trade","7017795346",JA
"SHIMMER & MAGIC - SD ROAD","SD ROAD","9897031184","General Trade","SD ROAD",JA
"PERFECT PRICE STORE - DAKRA","DAKRA","9557637007","General Trade","KAULAGARH",JA
"YOGESH COSMETICS -DAKRA","DAKRA","","General Trade","KAULAGARH",JA
"KWALITY GALLERY - DAKRA","ALLAHABAD BANK","7088336666","General Trade","KAULAGARH",JA
"SHIKHA COSMETIC - PREM NAGAR","NEAR AXIS BANK ATM","","General Trade","PREM NAGAR",JA
"SHUBHAM GEN STORE - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"RAKHI FANCY STORE - PALTAN BAZAAR","PALTAN BAZAR","","General Trade","PALTAN BAZAR",JA
"RAO GEN STORE - GMS ROAD","BALLUPUR CHOWK","9719452936","General Trade","KAULAGARH",JA
"OLD GURU KRIPA FAMILY CAMP - BALLUP","BALLUPUR CHOWK","9897346932","General Trade","SHOP CLOSED",JA
"FRESH TOWN - CLEMENT TOWN","CLEMENT TOWN","7255023011","General Trade","SHOP CLOSED",JA
"WELCOME STORE - POST OFFICE ROAD","NEAR BUDDHA TEMPLE","","General Trade","CLEMENT TOWN",JA
"TURTLE RETAIL VENTURES - RAJPUR","""163A, GROUND FLOOR"", ""RAJPUR ROAD","Uttarakhand","General Trade","05",JA
"DIVINE VENTURES - GMS ROAD","BALLUPUR CHOWK, FRESH BERRY","7599788888","General Trade","KAULAGARH",JA
"MALSI SUPER STORE - MALSI","UNIT OF A S ENTERPRISES, ""MALSI, MUSSORIE ROAD""","05","General Trade","9358677077",JA
"OM BENGAL COSMETIC - DEHRA KHAS","DEHRA KHAS","9456666657","General Trade","DEHRA KHAS",JA
"RASHAN BASKET - LAL PUL","LALPUL","7253053030","General Trade","DEHRA KHAS",JA
"KRISHNA GIFT & COSMETICS - THDC","THDC COLONY, 9410595319","7302154833","General Trade","DEHRA KHAS",JA
"HIMANK PHARMACEUTICALS PVT LTD","NEAR KARGI CHOWK","9720204600","General Trade","DEHRA KHAS",JA
"R.S ENTERPRISES - KARGI CHOWK","KARGI CHOWK","9149293959","General Trade","KARGI",JA
"SSG ENTERPRISES - KARGI","DURGA MANDIR BANJARAWALA","7024638223","General Trade","KARGI",JA
"OM ASSOCIATES - KARGI","KARGI","9411340606","General Trade","KARGI",JA
"SHANTALA DEPT STORE - RAIPUR","RAIPUR","","General Trade","RAIPUR",JA
"ANKIT GEN STORE - DHARAMPUR","7895372222, NEAR SBI","9259163672","General Trade","DHARAMPUR 1ST",JA
"SHASHI SHIV - HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",JA
"DAILY NEEDS - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"SHIV SHAKTI - KAULAGARH","KAULAGARH, 8057391809","","General Trade","KAULAGARH",JA
"BALAJI MEDICAL - PREMNAGAR","SUDDHOWALA CHOWK","9837425683","General Trade","PREM NAGAR",JA
"ND TRADING COMPANY","RAJEEV NAGAR","9897999089","General Trade","FUWARA CHOWK",JA
"ILYAS MEERUT KANCHI - MACCHI BAZAR","MACCHI BAZAR","9997322231","General Trade","HANUMAN CHOWK",JA
"FAMILY SUPER STORE - SHIMLA BYPASS","""SHIMLA BYPASS, DEHRADUN""","05","General Trade","Unassigned",JA
"BA LAFZ AS ASSOCIATES","ASSOCIATES","","General Trade","RAJPUR UPPER",JA
"ASIF BEAUTY -  BHANIYA WALA","BHANIYAWALA","","General Trade","FUWARA CHOWK",JA
"AKSHAT JAIN - DDN","DDN","","General Trade","DHARAMPUR 2ND",JA
"BALAJI COSMETIC - SAHARANPUR CHOWK","SAHARANPUR CHOWK","","General Trade","HANUMAN CHOWK",JA
"AMAN FASHION CORNER","KOTWALI","","General Trade","HANUMAN CHOWK",JA
"FASHION CENTER - PALTAN BAZAR","NEAR KOTWALI","7579011739","General Trade","HANUMAN CHOWK",JA
"ANUSHA COS. - RING ROAD","RING ROAD","","General Trade","HARRAWALA",JA
"NEEDS THE STORE - DHARAMPUR","DHARAMPUR","","General Trade","AJABPUR RACE COURSE",JA
"BEST ONE SUPER STORE - MATA MANDIR","MATA MANDIR ROAD","","General Trade","AJABPUR RACE COURSE",JA
"OLD MEENARIKA CORE SERVICES - DDN","DEHRADUN","","General Trade","FUWARA CHOWK",JA
"ASHTA SUPERMARKET","ROCK VALLEY APPARTMENT","","General Trade","CLEMENT TOWN II",JA
"SAKSHI ENTERPRISES - MUSSORIE ROAD","MUSSORIE ROAD, NEAR DIT","","General Trade","RAJPUR UPPER",JA
"SPARKLE COSMETIC - TAPOVAN","NEAR NALAPANI BUSSTAND","","General Trade","RAIPUR",JA
"JUBLI GEN STORE - TAPOVAN ROAD","TAPOVAN ROAD, 9997420072","9997420072","General Trade","RAIPUR",JA
"RAM RATAN PATANJALI STORE - TAPOVAN","TAPOVAN","","General Trade","RAIPUR",JA
"SD STORE - NESHVILLA ROAD","OM KARA ROAD, NEAR POST OFFICE","9897477269","General Trade","NESHVILLA ROAD",JA
"HUNGRY HELPER'S - SD ROAD","SD ROAD","9410991183","General Trade","SD ROAD",JA
"VIP INDUSTRIES LEDGER","","","General Trade","Unassigned",JA
"ANMOL STORE - ANMOL MARKET","ANMOL MARKET","9897865600","General Trade","PANDITVARI",JA
"JAIN MEDICOS - BALLIWALA CHOWK","BALLIWALA","7417445344","General Trade","ITBP-GOVIND GARH",JA
"EVERYDAY GROCERY'S - ITBP ROAD","ITBP ROAD","9690003130","General Trade","ITBP-GOVIND GARH",JA
"HINDWAN DEPT - KARGI","KARGI 8477991115","8477991115","General Trade","DEHRA KHAS",JA
"LIV MART - KARGI ROAD","DEHRA KHAS","9069065900","General Trade","DEHRA KHAS",JA
"SHRI RAMA ENTERPRISES - MOTHROWALA","MOTHROWALA ROAD","","General Trade","KARGI",JA
"SANTUSTI SUPERVALUE STORE - TUNWALA","TUNWALA","8126792614","General Trade","HARRAWALA",JA
"VINAYAK CROCKERY & HOME NEEDS","GMS ROAD BALLUPUR","8755920003","General Trade","KAULAGARH",JA
"MAHA LUXMI VAISHWAN STORE - TAPOVAN","TAPOVAN ROAD, ""DEHRADUN, 7906166698""","05","General Trade","7017936848",JA
"SAI GOODS - NESHVILLA ROAD","NESHVILLA ROAD","8755458013","General Trade","NESHVILLA ROAD",JA
"SHAH DAIRY - SD ROAD","SD CROSSING","","General Trade","RAIPUR",JA
"MINI MART - NESHVILLA ROAD","NESHVILLA ROAD","9412347199","General Trade","NESHVILLA ROAD",JA
"NARULA STORE - NESHVILLA ROAD","NEAR MINI STORE","9917119711","General Trade","NESHVILLA ROAD",JA
"DOON STORE - KANDOLI","KANDOLI","7505823305","General Trade","RAJPUR LOWER",JA
"KWALITY STORE - SD ROAD","SD ROAD","9897558723","General Trade","SD ROAD",JA
"OLD KOMAL COSMETICS - RAIPUR","RAIPUR CHOWK","7830153780","General Trade","RAIPUR",JA
"SHUBHAM DEPT. STORE - RAIPUR","RAIPUR","9870727910","General Trade","RAIPUR",JA
"OLD RIDDHI SIDDHI MART - RAIPUR","RAIPUR","8756631953","General Trade","RAIPUR",JA
"SHREE AGENCIES - AGRA","CHATTA BAZAR, AGRA","","General Trade","OTHER",JA
"KASHISH STORES - PANDITWARI","PANDITWARI, 9897001409","9412915509","General Trade","PANDITVARI",JA
"TP STORE - PANDITVARI","PANDITVARI","9897319741","General Trade","PANDITVARI",JA
"MURARI GEN STORE - LOVELY MARKET","LOVELY MARKET","","General Trade","PANDITVARI",JA
"SUSHIL DEPT. - TAPOVAN","TAPOVAN","","General Trade","RAIPUR",JA
"SHARMA STORE - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"GURU KIRPA BANGLE STORE - PREMNAGAR","PREM NAGAR","","General Trade","PREM NAGAR",JA
"THE BEAUTY CORNER - RACE COURSE","NEAR NIRANKARI BHAWAN, 9897255201 EXTREME BHANE'S, LATE PAYMENT","9634490990","General Trade","DOON HOSPITAL",JA
"REETHA COSMETIC - PALTAN","PALTAN BAZAR, NEAR OLD TEHSIL","","General Trade","HANUMAN CHOWK",JA
"ZULEKHA FASHIONS - KOTWALI","KOTWALI","9837109222","General Trade","HANUMAN CHOWK",JA
"ANURAG AGGARWAL","","","General Trade","SD ROAD",JA
"J.K. GIFT EMPORIUM - KASHIPUR","KASHIPUR","","General Trade","RISHIKESH",JA
"KARTIK GEN STORE - LOVELY MARKET","LOVELY MARKET","","General Trade","PANDITVARI",JA
"SINGH COLLECTION - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"PAYAL COSMETICS - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"KIRAN MEGA MARKET - PREMNAGAR","PREM NAGAR","","General Trade","PREM NAGAR",JA
"VIP INDUSTRIES LIMITED - MH","NASHIK-NASHIK, INDIA","","General Trade","OTHER",JA
"VIP INDUSTRIES LIMITED - WB","JALAN HOWRAH, WEST BENGAL","","General Trade","OTHER",JA
"JUST TRADERS - PALTAN","CHAT WALI GALI, DEHRADUN","9536425621","General Trade","PALTAN BAZAR",JA
"JAI GANESH FASHION ARCADE","""D-4, NEHRU COLONY, DEHRADUN""","Uttarakhand","General Trade","05",JA
"HEALTH & CARE PHARMACY - DHARAMPUR","NEAR DENA BANK. BALBIR ROAD","9808121706","General Trade","DHARAMPUR 1ST",JA
"HARI PROV STORE - MOHINI ROAD","MOHINI ROAD","8635080598","General Trade","DHARAMPUR 1ST",JA
"NEW STORE - DHARAMPUR","""NEAR DENA BANK, BALBIR ROAD""","05","General Trade","Unassigned",JA
"KOMAL COSMETICS - NEHRU COLONY","6397379162","","General Trade","DHARAMPUR 1ST",JA
