date,customer_name,amount,bank_name,receipt_no,invoice_no,bill_date,bill_amount,payment_mode,team_id
"2025-04-05","KISHAN STORE - SEWLA KALA",3000.0,"","","","",,"Cash",JA
"2025-04-05","LIFE LINE CHEMIST - MAJRA",508.0,"","","","",,"Cash",JA
"2025-04-05","NEW KHALSA CHEMIST - GMS ROAD",300.0,"","","","",,"Cash",JA
"2025-04-05","RAJ GOPAL COSMETICS - GMS ROAD",534.0,"","","","",,"Cash",JA
"2025-04-05","RIGHT CLICK - BANSAL HOME",500.0,"","","","",,"Cash",JA
"2025-04-05","RUBI MEDICOS - SHIMLA BYPASS",439.0,"","","","",,"Cash",JA
"2025-04-05","RUBI MEDICOS - SHIMLA BYPASS",61.0,"","","","",,"Cash",JA
"2025-04-02","ASHIRWAD DEPT. STORE - ITBP ROAD",929.0,"","","","",,"Cash",JA
"2025-04-02","ASHIRWAD DEPT. STORE - ITBP ROAD",71.0,"","","","",,"Cash",JA
"2025-04-02","FB MART - RISHIVIHAR",500.0,"","","","",,"Cash",JA
"2025-04-02","HIMALAYAN STATIONARY - INDRA NAGAR",500.0,"","","","",,"Cash",JA
"2025-04-02","NAVEEN GENERAL STORE - ITBP ROAD",800.0,"","","","",,"Cash",JA
"2025-04-02","S A ENTERPRISES",500.0,"","","","",,"Cash",JA
"2025-04-08","NEW DEV MEDICOSE - LIC BUILDING",2611.0,"HDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-15","KIRAN MEGA MARKET - PREMNAGAR",11967.0,"HDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-15","THE CHEMIST SHOP - MUSSOORIE",4989.0,"HDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-08","IMA VEG DEPT. STORE",17952.0,"HDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-15","FAYDA BAZAR - RING ROAD",10537.0,"HDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-08","GUPTA MEDICAL HALL - CLOCK TOWER",6473.0,"HDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-15","ANAND THE SUPER VALUE STORE",2424.0,"HDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-15","AMIT SALES - SAHARANPUR",25139.0,"HDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-08","TURTLE RETAIL VENTURES - RAJPUR",16487.0,"HDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-05","CASH SALE A/C",86.0,"","","","",,"Cash",JA
"2025-04-05","CASH SALE A/C",138.0,"","","","",,"Cash",JA
"2025-04-05","SAHARANPUR TRADERS - HANUMAN CHOWK",1680.0,"","","","",,"Cash",JA
"2025-04-05","KOMAL GEN STORE - PALTAN BAZAR",90.0,"","","","",,"Cash",JA
"2025-04-05","BROTHERS ENTERPRISES - DISPENSARY",4756.0,"","","","",,"Cash",JA
"2025-04-02","GAURAV TRADERS - VIKAS NAGAR",25000.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-02","THE WHOLESALE STORE - SD ROAD",5973.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-02","SHIVA ENTERPRISES - SD ROAD",816.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-02","VISHAL SAXENA",631.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-02","CASH SALE A/C",100.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-02","FRESH N EASY",68387.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-02","FRESH N EASY 2.0",55664.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-02","SIMRAN PHARMACY - MEHANT INDRESH",1741.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-03","NEERAJ ENTERPRISES - MUSSOORIE",5264.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-03","KUM KUM COSMETICS - KANWALI ROAD",5751.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-04","LOTUS PHARMACY - VASANT VIHAR",1201.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-04","CASH SALE A/C",188.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-05","ARZU BOTIQUE & COSMETICS - RAIPUR",800.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-05","DELHI COSMETIC - KANWALI ROAD",800.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-05","DELHI COSMETIC - KANWALI ROAD",800.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-05","DELHI COSMETIC - KANWALI ROAD",800.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-05","DELHI COSMETIC - KANWALI ROAD",2000.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-05","DELHI COSMETIC - KANWALI ROAD",650.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-07","DELHI COSMETIC - KANWALI ROAD",1350.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-07","DABRAL MEDICAL STORE - MOTHROWALA",500.0,"IDFC BANK CURRENT A/C","","","",,"Bank Transfer",JA
"2025-04-07","GARHWAL MEDICAL - RING ROAD",500.0,"","","","",,"Cash",JA
"2025-04-07","GAYATRI MEDICAL - RING ROAD",300.0,"","","","",,"Cash",JA
"2025-04-07","GAYATRI POOJA BHANDAR - RING ROAD",240.0,"","","","",,"Cash",JA
"2025-04-07","JAGDAMBA MEDICOS - DHARAMPUR",364.0,"","","","",,"Cash",JA
"2025-04-07","JAGDAMBA MEDICOS - DHARAMPUR",136.0,"","","","",,"Cash",JA
"2025-04-07","JUGRAN BAKER'S - RING ROAD",300.0,"","","","",,"Cash",JA
"2025-04-07","OLD SHIVAYE SUPER STORE - DEFENCE C",1515.0,"","","","",,"Cash",JA
"2025-04-07","OLD SHIVAYE SUPER STORE - DEFENCE C",485.0,"","","","",,"Cash",JA
"2025-04-07","SHRI BALAJI GIFT & BAKERS - NEHRUGR",6.0,"","","","",,"Cash",JA
"2025-04-07","SHRI BALAJI GIFT & BAKERS - NEHRUGR",398.0,"","","","",,"Cash",JA
"2025-04-07","SHRI RAMA MEDICAL - KEDARPRUAM",561.0,"","","","",,"Cash",JA
"2025-04-07","MAHIMA MEDICAL - RAJEEV NAGAR",240.0,"","","","",,"Cash",JA
"2025-04-07","MAHIMA MEDICAL - RAJEEV NAGAR",260.0,"","","","",,"Cash",JA
"2025-04-07","UK MART - JOGIWALA",660.0,"","","","",,"Cash",JA
"2025-04-07","SUN SHINE STORE - DWARIKA CHOWK",500.0,"","","","",,"Cash",JA
"2025-04-08","AGGARWAL MEDICAL - TILAK ROAD",500.0,"","","","",,"Cash",JA
"2025-04-08","ARORA PATANG - DHAMAWALA",1000.0,"","","","",,"Cash",JA
"2025-04-08","BALAJI COSMETIC - SAHARANPUR CHOWK",800.0,"","","","",,"Cash",JA
"2025-04-08","DOON BANGLE - JHANDA BAZAR",300.0,"","","","",,"Cash",JA
"2025-04-08","NEW VR ENTERPRISES - TILAK ROAD",500.0,"","","","",,"Cash",JA
"2025-04-07","AAROGYA MEDICOS - KARGI CHOWK",200.0,"","","","",,"Cash",JA
"2025-04-07","GOYAL WHOLESALE STORE - KARGI",702.0,"","","","",,"Cash",JA
"2025-04-07","INDIAN MEDICAL STORE - CHAND CHOWK",1000.0,"","","","",,"Cash",JA
"2025-04-07","MAHALAXMI TRADERS - KARGI",2308.0,"","","","",,"Cash",JA
"2025-04-07","NAUTIYAL MEDICAL - KARGI",150.0,"","","","",,"Cash",JA
"2025-04-07","PANT DEPT STORE - KARGI",3345.0,"","","","",,"Cash",JA
"2025-04-07","QUICK SHOP 99 - DOON UNIVERSITY ROA",396.0,"","","","",,"Cash",JA
"2025-04-07","S MAHAWAR - KARGI",500.0,"","","","",,"Cash",JA
"2025-04-07","SHRI SIDDHI VINAYAK MEDICAL - KARGI",500.0,"","","","",,"Cash",JA
"2025-04-07","TAJ STATIONARY - KARGI",1460.0,"","","","",,"Cash",JA
"2025-04-08","BHAWANI MEDICOS - CANAL ROAD",500.0,"","","","",,"Cash",JA
"2025-04-08","FAMILY STORE - CANAL ROAD",384.0,"","","","",,"Cash",JA
"2025-04-08","ROZAANA - IT PARK",1000.0,"","","","",,"Cash",JA
"2025-04-08","BLESSING MEDICOS - NESHVILLA ROAD",870.0,"","","","",,"Cash",JA
"2025-04-08","CLASSIC ELECTRICALS - NESHVILLA ROA",400.0,"","","","",,"Cash",JA
"2025-04-08","SHUBHAM DAIRY - HATTHIBARKALA",1000.0,"","","","",,"Cash",JA
"2025-04-12","SAHARANPUR TRADERS - HANUMAN CHOWK",2000.0,"","","","",,"Cash",JA
"2025-04-12","SEEMA GENERAL STORE - CHANDRABANI",871.0,"","","","",,"Cash",JA
"2025-04-12","AJAY CHANNA",40.0,"","","","",,"Cash",JA
"2025-04-12","SAHARANPUR TRADERS - HANUMAN CHOWK",1450.0,"","","","",,"Cash",JA
"2025-04-12","KARTIK MEDICAL - SEWLA KALA",1148.0,"","","","",,"Cash",JA
"2025-04-09","BHATIYA HOMEO HALL - PREMNAGAR",383.0,"","","","",,"Cash",JA
"2025-04-09","BHATIYA HOMEO HALL - PREMNAGAR",17.0,"","","","",,"Cash",JA
"2025-04-09","BHAVYA PHARMACY - PREMNAGAR",250.0,"","","","",,"Cash",JA
"2025-04-09","DAILY NEEDS - PREMNAGAR",2500.0,"","","","",,"Cash",JA
"2025-04-09","DEVI DAYAL - PREM NAGAR",1000.0,"","","","",,"Cash",JA
"2025-04-09","DURGA COSMETIC - PREMNAGAR",400.0,"","","","",,"Cash",JA
"2025-04-09","GURU KIRPA BANGLE STORE - PREMNAGAR",300.0,"","","","",,"Cash",JA
"2025-04-09","KISHOR MEDICOS - PREMNAGAR",790.0,"","","","",,"Cash",JA
"2025-04-09","KISHOR MEDICOS - PREMNAGAR",210.0,"","","","",,"Cash",JA
"2025-04-09","KRISHNA ELECTRICALS - PREMNAGAR",2000.0,"","","","",,"Cash",JA
"2025-04-09","MINI STORE - PREM NAGAR",1000.0,"","","","",,"Cash",JA
"2025-04-09","NEW HARSH ELECTRICALS - PREM NAGAR",300.0,"","","","",,"Cash",JA
"2025-04-09","O2 ZONE - PREMNAGAR",1500.0,"","","","",,"Cash",JA
"2025-04-09","PREAM GEN STORE - PREMNAGAR",600.0,"","","","",,"Cash",JA
"2025-04-09","PUSHPA GEN STORE - PREMNAGAR",200.0,"","","","",,"Cash",JA
"2025-04-09","ROYAL CHEMIST - PREMNAGAR",500.0,"","","","",,"Cash",JA
"2025-04-09","SHIKHA COSMETIC - PREM NAGAR",500.0,"","","","",,"Cash",JA
"2025-04-09","SHIVA MEDICAL - PREMNAGAR",368.0,"","","","",,"Cash",JA
"2025-04-09","SIDDHANTH MEDICAL CENTER - THAKURPU",500.0,"","","","",,"Cash",JA
"2025-04-09","SINGH MEDICAL - PREMNAGAR",500.0,"","","","",,"Cash",JA
"2025-04-09","CHAWLA STORE - SD CROSSING",657.0,"","","","",,"Cash",JA
"2025-04-09","CHAWLA STORE - SD CROSSING",3.0,"","","","",,"Cash",JA
"2025-04-09","KARANWAL MEDICOS - SD ROAD",500.0,"","","","",,"Cash",JA
"2025-04-09","NAINA STATIONARY - IT PARK",800.0,"","","","",,"Cash",JA
"2025-04-09","AVTAR STORE - KARANPUR",898.0,"","","","",,"Cash",JA
"2025-04-09","AVTAR STORE - KARANPUR",102.0,"","","","",,"Cash",JA
"2025-04-09","NEW PRAKASH - KARANPUR",77.0,"","","","",,"Cash",JA
"2025-04-09","VISHAL SANCHAYAN - KARANPUR",400.0,"","","","",,"Cash",JA
"2025-04-12","LAXMI NARAYAN",145.0,"","","","",,"Cash",JA
"2025-04-12","SEHGAL COSMETICS - ALKA DAIRY   CT2",500.0,"","","","",,"Cash",JA
"2025-04-09","ASHIRWAD DEPT. STORE - ITBP ROAD",1000.0,"","","","",,"Cash",JA
"2025-04-09","FB MART - RISHIVIHAR",400.0,"","","","",,"Cash",JA
"2025-04-09","GURU KRIPA STORE - SAI LOK",600.0,"","","","",,"Cash",JA
"2025-04-09","KUKRETI MEDICAL - ITBP ROAD",516.0,"","","","",,"Cash",JA
"2025-04-09","KUKRETI MEDICAL - ITBP ROAD",1084.0,"","","","",,"Cash",JA
"2025-04-09","NAVEEN GENERAL STORE - ITBP ROAD",500.0,"","","","",,"Cash",JA
"2025-04-09","S A ENTERPRISES",700.0,"","","","",,"Cash",JA
"2025-04-09","VASANT PHARMACY - VASANT VIHAR",200.0,"","","","",,"Cash",JA
"2025-04-10","ARZU BOTIQUE & COSMETICS - RAIPUR",500.0,"","","","",,"Cash",JA
"2025-04-10","BHANDARI PHARMACY - RAIPUR",355.0,"","","","",,"Cash",JA
"2025-04-10","BHANDARI PHARMACY - RAIPUR",1139.0,"","","","",,"Cash",JA
